Locality,Dining_Review_Count,Delivery_Rating,Delivery_Rating_Count,Website,Address,Latitude,Longitude,About,Type,Facilities,Vote_Count,Known_For,Name,Contact,Price_for_2,Cuisine,Rating,Chain_Name
"  32nd Avenue, NH8, Gurgaon, Gurgaon",954.0,4.3,619.0,https://www.zomato.com/ncr/greenr-cafe-sector-15,"EL-01, 1st Floor, 32nd Milestone, NH 8, Part 2, Sector 15, Gurgaon",28.4615361,77.04978224,"Wildfire - Crowne Plaza is a specialty restaurant that serves Brazilian cuisine and a wide range of wines. Located at Sector 29 near Signature Towers, the restaurant contrasts exquisite flavors and spices. The restaurant combines to bring out the sense of balance on your palate. It has a luxurious ambiance that complements the quality of the dishes. All the ingredients and specially the foods prepared are cooked by the trained chefs and this ensure that the cuisines are best in taste. Read less",Cafe,"[Air Conditioning, WiFi, Credit Card Accepted, Takeaway Available, Digital Wallet Accepted, Outdoor Seating, Quick Service, Parking Available, Family Dining]",,"A conscious and community oriented space, focussed on nutritive and processed-food-free vegetarianism. Engaging art and lifestyle workshops are an integral part of our experiential cafe.",Greenr Cafe,9.17043E+11,1200.0,"Cafe, Italian, Mexican, Salad, Healthy Food, Desserts, Mediterranean",4.7,Greenr Cafe
" Sector 29, Gurgaon",5344.0,,0.0,https://www.zomato.com/ncr/downtown-diners-living-beer-cafe-sector-29,"SCO 34, Main Market, Sector 29, Gurgaon",28.46814663,77.06374515,,Cafe,"[Air Conditioning, WiFi, Credit Card Accepted, Takeaway Available, Digital Wallet Accepted, Outdoor Seating, Quick Service, Valet Available, Amex Accepted, Wheelchair Accessible, Full Bar Available, Serves Alcohol]",,"American Fried Chicken, Veg Farm Pizza, Strawberry Margarita, Vegetable Seekh, Dark Beer, Fattoush | Nice Ambience with Music, Xbox, Bowling, Best Pub, Rock Music, Wooden Interiors, Air Conditioning, WiFi, Credit Card Accepted, Takeaway Available, Digital Wallet Accepted, Outdoor Seating, Quick Service, Valet Available, Amex Accepted, Wheelchair Accessible, Full Bar Available, Serves Alcohol",Downtown - Diners & Living Beer Cafe,9.19582E+11,2200.0,"Bar Food, North Indian, Fast Food, Italian, Chinese, Beverages",4.7,Downtown
" Pacific Mall, Tagore Garden, New Delhi",3956.0,4.3,3545.0,https://www.zomato.com/ncr/chilis-grill-bar-tagore-garden-new-delhi,"S 8 & 9, 2nd Floor, Pacific Mall, Tagore Garden, New Delhi",28.64220025,77.10657667,,Bar/Lounge,"[Air Conditioning, Credit Card Accepted, Full Bar Available, Serves Alcohol, WiFi, Live Entertainment, Valet Available, Digital Wallet Accepted, Parking Available, Family Dining]",,"Molten Chocolate Chunk, Cajun Pasta, Smoked Chicken Leg, Santa Fe Salad, Tripple Dipper, Grilled Chicken Fajita | Variety of Selection, Good Server, Relaxed Atmosphere, Courteous Service, Family Place, Warm Service",Chili's Grill & Bar,9.19711E+11,1200.0,"Mexican, Italian, American, Tex-Mex, Beverages, Desserts",4.7,Chili's Grill & Bar
" Sector 41, Noida",2696.0,4.3,3613.0,https://www.zomato.com/ncr/theos-sector-41-noida,"Near HP Petrol Pump, Dynamic House, Main Dadri Road, Sector 41, Noida",28.56147307,77.36089703,"Gola Sizzlers has been ‘Defining the fine dining Experience’ for over the years! Sizzlers that speak for themselves is what's on offer at Gola's Sizzlers. This is a casual dining restaurant where a group of friends or families can come and enjoy a wide range of sizzlers from Chinese, North Indian, Mughlai and Continental cuisines. The casual well-lit ambiance and impeccable service add to the charm of dining out. Whether it is breakfast, lunch or dinner, they serve them all and you will get a variety of choices and that too of great taste. Read less",5 Star/Luxury,"[Air Conditioning, Valet Available, Home Delivery, Serves Alcohol, Parking Available, Takeaway Available, Credit Card Accepted, Full Bar Available, Outdoor Seating, TV/Screening, Digital Wallet Accepted]",,Good Food and Service,Theos,9.1875E+11,1500.0,"Cafe, Desserts, Salad",4.7,Theos
" Global Foyer Mall, Golf Course Road, Gurgaon",1169.0,4.2,188.0,https://www.zomato.com/ncr/kuuraku-golf-course-road,"Ground Floor, Global Foyer Mall, Golf Course Road, Gurgaon",28.45988429,77.09414564,,5 Star/Luxury,"[Air Conditioning, Credit Card Accepted, WiFi, Valet Available, Full Bar Available, Serves Alcohol, Amex Accepted, Digital Wallet Accepted, Elevator, Wheelchair Accessible, Outdoor Seating, Live Entertainment, Parking Available]",,"Good Food and Service, Air Conditioning, Credit Card Accepted, WiFi, Valet Available, Full Bar Available, Serves Alcohol, Amex Accepted, Digital Wallet Accepted, Elevator, Wheelchair Accessible, Outdoor Seating, Live Entertainment, Parking Available",Kuuraku,9.19818E+11,1700.0,"Japanese, Sushi",4.7,Kuuraku
" The Oberoi, Udyog Vihar, Gurgaon",1019.0,,1.0,https://www.zomato.com/ncr/threesixtyone-degrees-the-oberoi-udyog-vihar,"443, Phase 5, Udyog Vihar, Gurgaon",28.50198271,77.08698515,,5 Star/Luxury,"[Air Conditioning, Credit Card Accepted, WiFi, Valet Available, Full Bar Available, Serves Alcohol, Amex Accepted, Digital Wallet Accepted, Elevator, Wheelchair Accessible, Outdoor Seating, Live Entertainment, Family Dining]",,"Buffet, Chocolate Cake, Thai Curry, Salads, Virgin Mojito, Dimsums | Outside Deck, Poolside View, Sophisticated, Amazing View, Beautiful View, Luxury, Air Conditioning, Credit Card Accepted, WiFi, Valet Available, Full Bar Available, Serves Alcohol, Amex Accepted, Digital Wallet Accepted, Elevator, Wheelchair Accessible, Outdoor Seating, Live Entertainment, Family Dining",Threesixtyone Degrees - The Oberoi,9.11242E+11,5500.0,"Asian, Continental, North Indian, Mughlai, Desserts, Beverages",4.7,Threesixtyone Degrees
" Saket, New Delhi",935.0,4.1,427.0,https://www.zomato.com/ncr/jom-jom-malay-saket-new-delhi,"S12-A, 2nd Floor, Select City Walk, Saket, New Delhi",28.52869059,77.21953724,,5 Star/Luxury,"[Air Conditioning, Credit Card Accepted, WiFi, Valet Available, Full Bar Available, Serves Alcohol, Amex Accepted, Digital Wallet Accepted, Elevator, Wheelchair Accessible, Outdoor Seating, Live Entertainment, Parking Available]",,"Good Food and Service, Air Conditioning, Credit Card Accepted, WiFi, Valet Available, Full Bar Available, Serves Alcohol, Amex Accepted, Digital Wallet Accepted, Elevator, Wheelchair Accessible, Outdoor Seating, Live Entertainment, Parking Available",Jom Jom Malay,9.188E+11,1800.0,"Asian, Malaysian, Thai, Chinese, Salad, Momos",4.7,Jom Jom Malay
" Select Citywalk Mall, Saket, New Delhi",1380.0,4.1,1527.0,https://www.zomato.com/ncr/andreas-eatery-saket-new-delhi,"Shop 48A-51, 1st Floor, Select Citywalk Mall, Saket, New Delhi",28.52836598,77.21856024,,Fine Dining,"[Air Conditioning, Credit Card Accepted, WiFi, Valet Available, Full Bar Available, Serves Alcohol, Amex Accepted, Digital Wallet Accepted, Outdoor Seating, Wheelchair Accessible, Family Dining, Quick Service]",,"Katsu Chicken Curry, Spinach Ricotta Ravioli, Mushroom Lasagna, Butter Garlic Prawns, Jasmine Rice, Sauteed Vegetables | Efficient Service, Relaxed Atmosphere, Themed Decor, Courteous Service, Live Kitchen, Good for Large Groups, Air Conditioning, Credit Card Accepted, WiFi, Valet Available, Full Bar Available, Serves Alcohol, Amex Accepted, Digital Wallet Accepted, Outdoor Seating, Wheelchair Accessible, Family Dining, Quick Service",Andrea's Eatery,9.18589E+11,2000.0,"Asian, Italian, Beverages, Continental, Fast Food, Desserts",4.7,Andrea's Eatery
" Baani Square, Sector 50, Gurgaon",1249.0,4.2,5757.0,https://www.zomato.com/theivy,"89/90, Ground Floor, Baani Square, Sector 50, Gurgaon",28.42523183,77.05690317,,Casual Dining,"[Air Conditioning, Credit Card Accepted, WiFi, Family Dining, Digital Wallet Accepted, Parking Available, Takeaway Available]",,Good Food and Service,The Ivy,9.19871E+11,1300.0,"Mediterranean, Lebanese, Continental, Desserts",4.7,The Ivy
" Hajipur, Noida",1714.0,4.1,5163.0,https://www.zomato.com/ncr/the-saffron-boutique-hajipur,"26 And 27, Ashirwaad Complex, Sector 104, Near Hajipur, Noida",28.53913421,77.36620814,,Fine Dining,"[Air Conditioning, Credit Card Accepted, WiFi, Valet Available, Full Bar Available, Serves Alcohol, Amex Accepted, Digital Wallet Accepted, Outdoor Seating, Parking Available]",,Good Food and Service,The Saffron Boutique,9.1991E+11,1600.0,"North Indian, Mughlai, Chinese",4.7,The Saffron Boutique
" Sushant Lok, Gurgaon",833.0,4.3,3351.0,https://www.zomato.com/ncr/master-koiis-sushant-lok,"Shop 19, Flavor Town, Bestech Chambers, Sushant Lok, Gurgaon",28.46133832,77.0780021,,5 Star/Luxury,"[Air Conditioning, Credit Card Accepted, WiFi, Valet Available, Full Bar Available, Serves Alcohol, Amex Accepted, Digital Wallet Accepted, Elevator, Wheelchair Accessible, Outdoor Seating, Live Entertainment, Parking Available]",,"Balinese Chicken Satay, Cantonese Chilli Chicken, General Tsos Chicken, Korean Bibimbap, Burmese Chicken Curry, Korean Sushi | Good Food Good Quality, Delivery on Time, Cozy Ambience, Relaxed Atmosphere, Perfect Packaging, Cosy Place, Air Conditioning, Credit Card Accepted, WiFi, Valet Available, Full Bar Available, Serves Alcohol, Amex Accepted, Digital Wallet Accepted, Elevator, Wheelchair Accessible, Outdoor Seating, Live Entertainment, Parking Available",Master Koii's,9.1932E+11,1900.0,"Asian, Chinese, Thai, Malaysian, Korean",4.7,Master Koii's
" Hauz Khas Village, New Delhi",642.0,,0.0,https://www.zomato.com/ncr/kunzum-travel-cafe-hauz-khas-village-new-delhi,"T-49, First Floor, Hauz Khas Village, New Delhi",28.55358321,77.19443243,,Cafe,"[Air Conditioning, WiFi, Credit Card Accepted, Takeaway Available, Digital Wallet Accepted, Outdoor Seating, Quick Service]",,"Brewed Coffee, Chocolate Cookies, Green Tea, Hot Coffee | Unique Cafe, Free Wifi, Bookshelf, Cozy Environment, Sit and Read, Warm Place",Kunzum Travel Cafe,9.11127E+11,500.0,Cafe,4.7,Kunzum Travel Cafe
" Subhash Nagar, New Delhi",3.0,3.9,1.0,https://www.zomato.com/ncr/echoes-living-room-subhash-nagar-new-delhi,"Subhash Nagar, New Delhi",28.63420463,77.11627018,,Fast Food,"[Air Conditioning, Credit Card Accepted, Takeaway Available, Digital Wallet Accepted, Quick Service, WiFi, Full Bar Available, Serves Alcohol, Family Dining]",,"Cafe, Continental, American, Italian, Mexican, Beverages",Echoes Living Room,9.19899E+11,800.0,"Cafe, Continental, Chinese, Fast Food, Desserts, Beverages",4.7,Echoes Living Room
" Majnu ka Tila, New Delhi",5229.0,4.3,1684.0,https://www.zomato.com/ncr/ama-cafe-majnu-ka-tila-new-delhi,"House 6, New Colony, Majnu ka Tilla, New Delhi",28.702644,77.228294,,Cafe,"[Air Conditioning, WiFi, Credit Card Accepted, Takeaway Available, Digital Wallet Accepted, Outdoor Seating, Quick Service, Full Bar Available, Serves Alcohol, Family Dining]",,"Carrot Cinnamon, Pancakes and Maple Syrup, Pancake Breakfast, Choco Walnut Brownie, Banana Muffin, Apple Cinnamon Cake | Budget Friendly Food, Price Vs Portion Ratio, Aesthetic Ambience, Pretty Cafe, Cozy Vibe, Soothing Ambience",AMA Cafe,9.18449E+11,550.0,"Cafe, Continental, Desserts, Beverages",4.6,AMA Cafe
" ITC Maurya, Chanakyapuri, New Delhi",4657.0,,0.0,https://www.zomato.com/ncr/bukhara-itc-maurya-chanakyapuri-new-delhi,"ITC Maurya, Chanakyapuri, New Delhi",28.5982159,77.17364732,,5 Star/Luxury,"[Air Conditioning, Credit Card Accepted, WiFi, Valet Available, Full Bar Available, Serves Alcohol, Amex Accepted, Digital Wallet Accepted, Elevator, Wheelchair Accessible, Outdoor Seating, Live Entertainment]",,"Sikanderi Raan, Meat Masala, Chicken Khurchan, Onion Kulcha, Jumbo Prawns, Firni | Modern Vibe, Jazz Music, Sophisticated, Safe Place, Efficient Service, Worth the Price, Air Conditioning, Credit Card Accepted, WiFi, Valet Available, Full Bar Available, Serves Alcohol, Amex Accepted, Digital Wallet Accepted, Elevator, Wheelchair Accessible, Outdoor Seating, Live Entertainment",Bukhara - ITC Maurya,9.11146E+11,6500.0,"North Indian, Kebab",4.6,Bukhara
" Vasant Vihar, New Delhi",1179.0,,0.0,https://www.zomato.com/ncr/leos-vasant-vihar-new-delhi,"28, Basant Lok Market, Vasant Vihar, New Delhi",28.55856774,77.16385525,,5 Star/Luxury,"[Air Conditioning, Credit Card Accepted, WiFi, Valet Available, Full Bar Available, Serves Alcohol, Amex Accepted, Digital Wallet Accepted, Elevator, Wheelchair Accessible, Outdoor Seating, Live Entertainment, Parking Available]",,"Pancetta Pizza, Pepperoni Pizza Pie, Parsley Butter, Prosciutto, Quattro Formaggio Pizza, Neapolitan Pizza | Intimate Seating, Quaint Little Place, Service and Quality of Food, Good Food and Good Service, Sit and Read, Good Portion Size, Air Conditioning, Credit Card Accepted, WiFi, Valet Available, Full Bar Available, Serves Alcohol, Amex Accepted, Digital Wallet Accepted, Elevator, Wheelchair Accessible, Outdoor Seating, Live Entertainment, Parking Available",Leo's,9.19821E+11,1700.0,"Pizza, Italian, Beverages",4.6,Leo's
" Ambience Mall, Vasant Kunj, New Delhi",952.0,3.9,27.0,https://www.zomato.com/ncr/pirates-of-grill-vasant-kunj-new-delhi,"T 312 & 313, 3rd Floor, Ambience Mall, Vasant Kunj, New Delhi",28.54102895,77.15504117,,Fine Dining,"[Air Conditioning, Credit Card Accepted, WiFi, Valet Available, Full Bar Available, Serves Alcohol, Amex Accepted, Digital Wallet Accepted, Outdoor Seating, Parking Available]",,Good Food and Service,Pirates of Grill,9.17428E+11,1500.0,"North Indian, Mughlai",4.6,Pirates of Grill
" Greater Kailash 1 (GK1), New Delhi",1162.0,4.2,1486.0,https://www.zomato.com/ncr/roadhouse-cafe-greater-kailash-gk-1-new-delhi,"M 22, Second Floor, Main Market, Greater Kailash 1 (GK 1), New Delhi",28.54984981,77.23574918,,Cafe,"[Air Conditioning, WiFi, Credit Card Accepted, Takeaway Available, Digital Wallet Accepted, Outdoor Seating, Quick Service, Full Bar Available, Serves Alcohol]",,Good Food and Service,Roadhouse Cafe,9.1965E+11,900.0,"Cafe, Pizza, Italian, Wraps, Asian, Chinese, Thai, Beverages",4.6,Roadhouse Cafe
" Aerocity, New Delhi",2402.0,,1.0,https://www.zomato.com/ncr/plum-by-bent-chair-aerocity-new-delhi,"Ground Floor, Worldmark 2, Aerocity, New Delhi",28.55154,77.122704,,Fine Dining,"[Air Conditioning, Credit Card Accepted, WiFi, Valet Available, Full Bar Available, Serves Alcohol, Amex Accepted, Digital Wallet Accepted, Outdoor Seating, Wheelchair Accessible]",,"Elderflower Cocktail, Thai Mojito, Cappuccino Frappe, Turnip Cake, Honey Ice Cream, Peach Mocktail | Great Taste Value for Money, Good Quality with Good Taste, Decor is Excellent, Awesome Interiors, Themed Decor, Best Decor, Air Conditioning, Credit Card Accepted, WiFi, Valet Available, Full Bar Available, Serves Alcohol, Amex Accepted, Digital Wallet Accepted, Outdoor Seating, Wheelchair Accessible",Plum By Bent Chair,9.17303E+11,2200.0,"Chinese, Japanese, Thai, Asian, Beverages",4.6,Plum By Bent Chair
" The Roseate, Kapashera, New Delhi",1124.0,,2.0,https://www.zomato.com/ncr/kiyan-the-roseate-kapashera-new-delhi,"The Roseate, 21st Milestone, Samalkha, NH 8, Kapashera, New Delhi",28.52511803,77.10022621,,Fine Dining,"[Air Conditioning, Credit Card Accepted, WiFi, Valet Available, Full Bar Available, Serves Alcohol, Amex Accepted, Digital Wallet Accepted, Outdoor Seating, Wheelchair Accessible]",,"Good Food and Service, Air Conditioning, Credit Card Accepted, WiFi, Valet Available, Full Bar Available, Serves Alcohol, Amex Accepted, Digital Wallet Accepted, Outdoor Seating, Wheelchair Accessible",Kiyan - The Roseate,9.1113E+11,5500.0,"Thai, European, North Indian, Pizza, Salad",4.6,Kiyan
" Worldmark 1, Aerocity, New Delhi",1021.0,,0.0,https://www.zomato.com/ncr/dragonfly-experience-aerocity-new-delhi,"Worldmark 1, Aerocity, New Delhi",28.55059,77.12299,,Fine Dining,"[Air Conditioning, Credit Card Accepted, WiFi, Valet Available, Full Bar Available, Serves Alcohol, Amex Accepted, Digital Wallet Accepted, Outdoor Seating, Wheelchair Accessible, Family Dining]",,"Good Food and Service, Air Conditioning, Credit Card Accepted, WiFi, Valet Available, Full Bar Available, Serves Alcohol, Amex Accepted, Digital Wallet Accepted, Outdoor Seating, Wheelchair Accessible, Family Dining",Dragonfly Experience,9.17304E+11,3000.0,"Modern Indian, North Indian, Beverages, European, Asian, Desserts",4.6,Dragonfly Experience
" MGF Metropolis Mall, MG Road, Gurgaon",8002.0,3.7,53.0,https://www.zomato.com/ncr/abs-absolute-barbecues-mg-road,"Shop LG-01-02-03, Lower Ground Floor, Metropolis Mall, Sector 28, Near MG Road Metro Station, MG Road, Gurgaon, Gurgaon",28.47954578,77.08169919,,Bar/Lounge,"[Air Conditioning, Credit Card Accepted, Full Bar Available, Serves Alcohol, WiFi, Live Entertainment, Valet Available, Digital Wallet Accepted, Family Dining]",,"Smoked Cottage Cheese, Chilli Chicken Wing, Chilli Ice Cream, Pineapple Grill, Masala Corn, Rabbit | Value for Money Experience, Budget Food, Live Grill, Excellent Service Food, Tasty and Awesome Food, Courteous Service",AB's - Absolute Barbecues,9.17337E+11,1100.0,"North Indian, Continental, Desserts, Salad",4.6,AB's
" Jama Masjid, New Delhi",1453.0,,0.0,https://www.zomato.com/ncr/qureshi-kabab-corner-jama-masjid-new-delhi,"Opposite Gate 1, Jama Masjid, New Delhi",28.64987044,77.2359309,,Casual Dining,"[Air Conditioning, Credit Card Accepted, WiFi, Family Dining, Digital Wallet Accepted, Parking Available, Takeaway Available]",,"Beef Kabab, Seekh Kebab Roll, Chicken Kabab, Kababs, Chicken Seekh, Rumali Roti | Very Cheap, Great Seating Capacity, Desi Vibes, Pocket Friendly, Cleanliness, Family Crowd",Qureshi Kabab Corner,9.19712E+11,400.0,"Mughlai, Kebab",4.6,Qureshi Kabab Corner
" Golf Course Road, Gurgaon",1300.0,,9.0,https://www.zomato.com/ncr/clock-tower-golf-course-road,"Near Rapid Metro Pillar 141, Golf Course Road, Gurgaon",28.44812955,77.10074488,,Fine Dining,"[Air Conditioning, Credit Card Accepted, WiFi, Valet Available, Full Bar Available, Serves Alcohol, Amex Accepted, Digital Wallet Accepted, Outdoor Seating, Wheelchair Accessible, Quick Service]",,"Good Food and Service, Air Conditioning, Credit Card Accepted, WiFi, Valet Available, Full Bar Available, Serves Alcohol, Amex Accepted, Digital Wallet Accepted, Outdoor Seating, Wheelchair Accessible, Quick Service",Clock Tower,9.19599E+11,2500.0,"North Indian, Asian, Beverages, Fast Food",4.6,Clock Tower
